Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
21,178,76,M,2004,Summer,Mexico City,Athletics,Thanks,1,2
24,177,63,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
38,150,54,M,1948,Summer,London,Shooting,Thanks,1,1
28,191,91,M,1992,Summer,Rio de Janeiro,Fencing,Thanks,1,2
30,176,65,F,2014,Summer,Barcelona,Athletics,Thanks,1,2
19,186,73,M,1976,Summer,Athina,Handball,Thanks,1,1
26,190,84,M,1996,Summer,Rio de Janeiro,Water Polo,Thanks,1,1
29,185,79,M,2000,Summer,Paris,Athletics,Thanks,1,1
17,173,76,M,1996,Summer,Atlanta,Handball,Thanks,1,2
28,174,74,F,1976,Summer,Athina,Beach Volleyball,Thanks,1,1
37,184,85,M,1992,Summer,Barcelona,Sailing,Thanks,1,2
27,182,71,M,1996,Summer,Barcelona,Basketball,Thanks,1,1
25,175,81,M,1980,Summer,Rio de Janeiro,Football,Thanks,1,1
29,169,61,M,2016,Summer,Atlanta,Archery,Thanks,1,1
21,175,68,M,2016,Summer,London,Handball,Thanks,1,1
27,172,49,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
23,179,76,M,1984,Summer,Athina,Volleyball,Thanks,1,1
26,169,61,M,1896,Summer,London,Hockey,Thanks,1,1
27,186,86,M,1992,Winter,Munich,Athletics,Gold,1,1
30,164,64,M,1964,Summer,Barcelona,Football,Thanks,1,2
32,181,89,M,2008,Summer,Athina,Judo,Thanks,1,1
23,186,61,M,2008,Summer,Beijing,Luge,Thanks,1,1
32,166,59,M,1984,Summer,Roma,Athletics,Thanks,1,2
37,165,76,M,1988,Winter,Berlin,Shooting,Thanks,1,2
24,179,72,F,2008,Summer,Atlanta,Swimming,Thanks,1,1
28,192,78,M,1972,Winter,Rio de Janeiro,Alpine Skiing,Thanks,1,1
30,171,66,M,1976,Summer,Mexico City,Athletics,Thanks,1,2
29,163,64,M,1964,Summer,Atlanta,Shooting,Thanks,1,5
15,178,62,M,1924,Summer,Antwerpen,Athletics,Thanks,1,1
36,164,69,F,1996,Winter,Beijing,Shooting,Thanks,1,2
9,160,44,M,1996,Summer,Barcelona,Athletics,Thanks,1,1
28,191,89,M,1964,Summer,Rio de Janeiro,Athletics,Thanks,1,2
34,190,82,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
17,188,90,M,2000,Summer,Atlanta,Swimming,Thanks,1,1
38,171,86,M,1964,Summer,Helsinki,Shooting,Thanks,1,2
29,177,74,F,1996,Summer,Atlanta,Bobsleigh,Thanks,1,1
24,171,67,F,2000,Summer,Sydney,Boxing,Thanks,1,1
35,175,87,F,1980,Summer,London,Equestrianism,Gold,1,1
26,174,81,M,2000,Summer,Sydney,Ice Hockey,Thanks,1,2
34,187,83,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
28,171,70,M,2008,Summer,Barcelona,Boxing,Thanks,1,1
15,165,54,F,1952,Summer,London,Athletics,Thanks,1,1
36,185,92,M,2012,Summer,London,Shooting,Thanks,1,1
22,188,68,M,2014,Summer,Roma,Ice Hockey,Thanks,1,1
26,155,49,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
33,185,75,M,1996,Winter,Mexico City,Athletics,Thanks,1,1
23,174,73,M,1996,Summer,Roma,Athletics,Thanks,1,2
30,181,87,M,1972,Summer,Berlin,Swimming,Thanks,1,1
33,172,71,M,1984,Summer,Roma,Nordic Combined,Thanks,1,1
35,180,90,M,1996,Summer,Mexico City,Swimming,Thanks,1,1
32,185,91,M,2012,Summer,Rio de Janeiro,Ski Jumping,Thanks,1,2
17,170,63,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,168,78,M,1968,Summer,Los Angeles,Shooting,Thanks,1,2
21,177,77,F,1980,Summer,Athina,Canoeing,Thanks,1,1
19,177,73,M,2000,Summer,Atlanta,Wrestling,Thanks,1,1
33,180,61,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
29,160,65,F,1960,Summer,Helsinki,Archery,Thanks,1,1
33,173,58,M,1960,Summer,Mexico City,Biathlon,Thanks,1,1
20,183,74,F,2016,Summer,Athina,Athletics,Thanks,1,1
35,182,81,M,1956,Winter,Barcelona,Equestrianism,Bronze,1,1
38,160,59,F,2012,Summer,London,Football,Thanks,1,1
25,173,63,M,1992,Summer,Barcelona,Football,Thanks,1,1
12,187,69,M,2000,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,1
33,158,65,M,1906,Winter,Beijing,Archery,Thanks,1,2
23,168,54,F,2008,Summer,Beijing,Boxing,Thanks,1,2
36,178,83,F,1956,Summer,Mexico City,Athletics,Thanks,1,3
28,179,70,M,1952,Summer,Barcelona,Rowing,Thanks,1,2
28,170,73,M,2012,Winter,Barcelona,Shooting,Thanks,1,1
35,164,76,M,1980,Summer,Moskva,Swimming,Thanks,1,1
31,175,77,M,1988,Summer,Roma,Equestrianism,Thanks,1,2
28,180,70,M,2016,Summer,Atlanta,Athletics,Thanks,1,1
23,182,84,F,1976,Summer,Tokyo,Beach Volleyball,Thanks,1,1
24,175,82,M,1992,Winter,Athina,Equestrianism,Thanks,1,2
18,177,77,F,1980,Summer,Atlanta,Athletics,Thanks,1,1
30,181,68,F,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
37,180,82,M,1968,Summer,Mexico City,Swimming,Thanks,1,2
21,170,61,M,2004,Summer,Athina,Athletics,Thanks,1,1
21,170,56,M,1992,Summer,London,Athletics,Thanks,1,1
30,174,70,M,2000,Summer,Roma,Ice Hockey,Thanks,1,1
29,166,64,M,1992,Summer,Athina,Shooting,Thanks,1,1
30,180,74,M,1968,Summer,Beijing,Tennis,Thanks,1,2
31,201,88,M,1928,Summer,Tokyo,Swimming,Thanks,1,1
35,176,52,F,1996,Summer,Mexico City,Athletics,Thanks,1,9
22,187,90,F,1956,Summer,St. Louis,Speed Skating,Bronze,1,1
21,171,63,M,2012,Summer,Los Angeles,Luge,Thanks,1,1
29,168,71,M,2000,Summer,Helsinki,Athletics,Thanks,1,2
30,176,60,M,1976,Summer,Barcelona,Ice Hockey,Thanks,1,1
28,184,86,M,2008,Summer,Beijing,Equestrianism,Thanks,1,2
26,176,72,F,1992,Summer,Barcelona,Athletics,Thanks,1,1
32,180,69,M,1996,Summer,Atlanta,Sailing,Thanks,1,2
23,183,54,M,1976,Summer,Atlanta,Athletics,Thanks,1,1
39,168,88,M,1928,Summer,Beijing,Shooting,Thanks,1,2
21,156,67,F,1908,Summer,Beijing,Hockey,Thanks,1,1
39,193,101,M,1996,Summer,Montreal,Diving,Thanks,1,1
17,170,61,M,2012,Summer,London,Cycling,Thanks,1,1
22,168,70,F,2012,Summer,Rio de Janeiro,Sailing,Gold,1,1
32,190,79,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,1
33,175,73,M,1984,Summer,Chamonix,Athletics,Thanks,1,1
28,171,83,M,1972,Summer,Sochi,Shooting,Thanks,1,3
34,159,64,M,2012,Summer,Sydney,Shooting,Thanks,1,2
24,172,71,F,1988,Winter,Seoul,Bobsleigh,Thanks,1,1
22,184,80,F,2012,Summer,London,Boxing,Thanks,1,1
26,169,72,M,1972,Summer,Athina,Weightlifting,Thanks,1,1
14,190,85,M,2008,Summer,Beijing,Bobsleigh,Thanks,1,1
24,168,64,M,1988,Winter,Moskva,Athletics,Thanks,1,2
22,174,94,M,2012,Summer,Los Angeles,Rowing,Thanks,1,1
29,190,99,M,1972,Summer,Munich,Nordic Combined,Thanks,1,1
26,152,68,M,1952,Summer,Los Angeles,Cycling,Thanks,1,1
32,155,76,M,1912,Summer,Los Angeles,Triathlon,Thanks,1,4
21,171,69,M,2012,Summer,London,Fencing,Thanks,1,3
28,198,91,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
21,174,84,M,2008,Summer,Beijing,Football,Silver,1,1
20,182,77,M,1992,Summer,Antwerpen,Athletics,Thanks,1,1
39,185,80,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
26,172,62,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
40,172,78,F,1996,Summer,Atlanta,Figure Skating,Thanks,1,1
21,169,62,F,2012,Summer,London,Football,Thanks,1,2
25,186,71,M,1992,Summer,Beijing,Athletics,Thanks,1,1
26,177,71,M,1948,Summer,Nagano,Diving,Thanks,1,2
15,169,54,F,2008,Summer,Beijing,Athletics,Thanks,1,2
30,169,76,F,1968,Summer,Barcelona,Athletics,Thanks,1,2
27,181,84,M,1988,Winter,Seoul,Biathlon,Thanks,1,2
22,173,81,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
32,184,89,F,1996,Summer,Atlanta,Sailing,Gold,1,1
31,178,67,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
18,185,82,M,1948,Summer,Sydney,Athletics,Thanks,1,1
37,182,79,M,1996,Summer,Beijing,Diving,Thanks,1,2
20,162,65,F,2012,Summer,Athina,Athletics,Thanks,1,1
22,167,61,M,1924,Summer,London,Athletics,Thanks,1,1
17,167,52,F,1964,Summer,Beijing,Athletics,Thanks,1,2
27,171,75,M,1992,Summer,Rio de Janeiro,Cycling,Thanks,1,2
40,183,89,M,2012,Summer,Athina,Gymnastics,Gold,1,1
37,169,61,M,1988,Summer,Chamonix,Shooting,Thanks,1,2
21,174,69,M,1968,Summer,Roma,Cycling,Thanks,1,1
31,174,70,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,2
36,176,63,M,1992,Summer,Barcelona,Cycling,Thanks,1,1
24,169,62,M,2012,Summer,London,Shooting,Thanks,1,1
22,151,38,M,2008,Summer,Beijing,Cycling,Thanks,1,2
23,183,72,M,1996,Summer,Antwerpen,Athletics,Thanks,1,1
30,203,91,F,1900,Summer,London,Judo,Gold,1,1
38,171,68,F,2016,Summer,Vancouver,Athletics,Thanks,1,2
25,174,75,M,1960,Summer,Roma,Athletics,Thanks,1,3
23,168,79,M,1988,Winter,Seoul,Weightlifting,Bronze,1,1
10,182,80,F,2008,Winter,Athina,Water Polo,Thanks,1,1
42,166,77,F,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,4
35,183,87,F,2016,Winter,Sochi,Swimming,Silver,1,1
17,186,90,M,1992,Summer,London,Athletics,Thanks,1,1
21,184,64,F,2004,Summer,Antwerpen,Athletics,Thanks,1,1
36,182,93,M,2012,Winter,Barcelona,Weightlifting,Thanks,1,1
10,182,80,F,2008,Winter,Seoul,Athletics,Thanks,1,1
17,171,76,M,1924,Summer,Seoul,Football,Thanks,1,1
20,155,58,M,1988,Summer,Los Angeles,Athletics,Thanks,1,2
22,194,83,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,4
29,195,85,M,1948,Summer,Paris,Athletics,Silver,1,1
35,172,79,M,1996,Summer,Barcelona,Cycling,Thanks,1,1
23,184,80,M,1992,Summer,Rio de Janeiro,Basketball,Thanks,1,1
22,178,83,M,1988,Summer,Melbourne,Wrestling,Thanks,1,1
22,181,80,M,1984,Summer,Rio de Janeiro,Fencing,Thanks,1,1
36,195,90,M,1896,Summer,Antwerpen,Cycling,Bronze,1,1
39,184,75,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
30,177,71,F,1988,Winter,Barcelona,Athletics,Thanks,1,2
17,181,76,M,2000,Summer,Sydney,Cycling,Thanks,1,1
27,188,83,M,1992,Winter,Barcelona,Athletics,Thanks,1,2
28,172,73,M,1952,Summer,Melbourne,Athletics,Thanks,1,1
24,191,80,M,1996,Summer,Beijing,Athletics,Thanks,1,2
17,175,64,F,1992,Winter,London,Athletics,Thanks,1,1
24,182,69,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
29,178,57,M,1992,Summer,Rio de Janeiro,Athletics,Thanks,1,1
33,171,60,F,2012,Winter,Chamonix,Athletics,Thanks,1,2
40,179,60,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
27,182,77,M,2012,Summer,London,Judo,Thanks,1,1
17,154,57,F,2008,Summer,Los Angeles,Judo,Thanks,1,1
27,186,83,M,1932,Summer,Moskva,Athletics,Gold,1,1
27,174,66,M,1972,Winter,Nagano,Bobsleigh,Thanks,1,1
20,171,77,F,1932,Summer,Cortina d'Ampezzo,Wrestling,Thanks,1,1
26,166,62,F,1952,Winter,Barcelona,Cycling,Thanks,1,1
34,164,70,M,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,3
29,182,64,F,1996,Summer,Antwerpen,Water Polo,Thanks,1,1
27,186,68,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
28,179,75,F,2004,Summer,Rio de Janeiro,Athletics,Thanks,1,2
22,174,65,M,2012,Summer,London,Basketball,Thanks,1,1
29,159,61,F,2012,Winter,Athina,Bobsleigh,Thanks,1,1
24,176,86,F,1964,Summer,Rio de Janeiro,Wrestling,Thanks,1,2
27,172,52,F,1960,Summer,Beijing,Athletics,Thanks,1,1
26,171,66,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
35,189,76,F,2016,Summer,Rio de Janeiro,Athletics,Gold,1,2
27,169,76,M,1952,Summer,Atlanta,Athletics,Thanks,1,4
16,171,77,F,1992,Summer,Rio de Janeiro,Football,Gold,1,1
16,156,63,F,2012,Summer,London,Wrestling,Thanks,1,1
23,182,76,M,2012,Summer,Rio de Janeiro,Boxing,Thanks,1,1
24,197,98,M,1972,Summer,Rio de Janeiro,Basketball,Thanks,1,1
21,187,77,M,1948,Summer,Munich,Water Polo,Thanks,1,1
25,165,69,M,2012,Summer,Sydney,Athletics,Thanks,1,1
24,167,62,M,1988,Summer,Beijing,Athletics,Thanks,1,2
16,168,56,M,2012,Summer,London,Football,Thanks,1,1
32,167,64,F,2008,Summer,Beijing,Boxing,Thanks,1,2
23,175,85,M,2008,Summer,Athina,Athletics,Thanks,1,1
24,165,67,M,1988,Summer,Seoul,Alpine Skiing,Thanks,1,2
30,169,85,F,2012,Summer,Sarajevo,Wrestling,Thanks,1,2
27,169,64,M,1988,Summer,Roma,Cycling,Thanks,1,1
23,187,67,M,1948,Summer,London,Swimming,Thanks,1,1
27,179,92,M,2016,Winter,Rio de Janeiro,Polo,Thanks,1,2
24,171,69,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
23,182,77,F,1952,Winter,Athina,Athletics,Thanks,1,1
24,161,59,F,2008,Summer,Beijing,Athletics,Thanks,1,2
24,161,48,F,1988,Summer,Sydney,Football,Thanks,1,1
27,162,63,F,1960,Summer,Beijing,Athletics,Thanks,1,1
27,183,89,F,2012,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
23,178,72,M,2008,Summer,Beijing,Football,Gold,1,1
12,184,82,F,2004,Summer,Athina,Athletics,Thanks,1,1
39,170,78,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
27,173,82,M,1996,Summer,Rio de Janeiro,Weightlifting,Thanks,1,2
27,187,105,M,1996,Summer,Rio de Janeiro,Badminton,Bronze,1,2
31,176,62,M,1992,Summer,Roma,Athletics,Thanks,1,1
36,190,82,F,2016,Summer,Rio de Janeiro,Equestrianism,Gold,1,2
18,171,66,M,1972,Summer,Paris,Football,Silver,1,1
30,171,77,F,1988,Summer,Seoul,Shooting,Thanks,1,1
27,195,78,F,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
35,159,68,M,1952,Summer,Barcelona,Football,Thanks,1,2
16,178,71,M,1980,Summer,Moskva,Boxing,Thanks,1,1
30,189,83,M,1948,Summer,Rio de Janeiro,Athletics,Thanks,1,1
17,183,93,M,2012,Summer,London,Cycling,Gold,1,1
26,178,65,F,1996,Summer,Beijing,Athletics,Thanks,1,2
34,166,51,M,2012,Summer,London,Boxing,Thanks,1,1
32,169,66,F,1996,Winter,London,Athletics,Thanks,1,3
28,168,67,M,2016,Summer,Roma,Ice Hockey,Thanks,1,1
22,177,78,M,1948,Summer,London,Bobsleigh,Thanks,1,1
36,159,68,F,1996,Winter,Cortina d'Ampezzo,Cross Country Skiing,Thanks,1,1
29,166,59,M,1964,Summer,Tokyo,Boxing,Thanks,1,2
17,176,81,M,2008,Summer,Beijing,Boxing,Thanks,1,2
23,174,73,M,1988,Summer,Barcelona,Boxing,Thanks,1,1
31,184,74,M,2012,Summer,London,Ice Hockey,Thanks,1,2
28,179,86,M,2000,Summer,Sydney,Athletics,Thanks,1,2
13,185,65,M,1996,Summer,Salt Lake City,Athletics,Thanks,1,1
36,168,65,F,1996,Summer,Barcelona,Athletics,Thanks,1,1
18,186,75,M,1992,Summer,Sarajevo,Rowing,Thanks,1,1
26,178,80,M,1964,Summer,Amsterdam,Rowing,Thanks,1,1
19,185,93,F,1992,Summer,Athina,Athletics,Thanks,1,1
27,165,72,F,1924,Summer,Athina,Gymnastics,Thanks,1,1
31,167,63,F,1996,Summer,Atlanta,Athletics,Thanks,1,3
29,176,71,M,1964,Summer,Moskva,Boxing,Thanks,1,1
26,174,69,F,1900,Summer,Rio de Janeiro,Athletics,Thanks,1,3
31,178,88,M,1988,Summer,Seoul,Weightlifting,Thanks,1,2
17,190,90,M,1984,Summer,Montreal,Fencing,Thanks,1,1
24,173,78,M,2012,Summer,London,Rowing,Thanks,1,1
15,170,77,M,1984,Summer,Los Angeles,Football,Thanks,1,1
29,171,72,M,1992,Summer,Sydney,Cycling,Thanks,1,2
30,171,64,M,2012,Summer,London,Boxing,Thanks,1,1
22,188,94,M,1996,Summer,Atlanta,Handball,Thanks,1,1
29,180,60,M,1984,Summer,Stockholm,Shooting,Thanks,1,2
29,181,84,F,1992,Winter,Barcelona,Cross Country Skiing,Thanks,1,1
20,192,95,M,2004,Summer,Los Angeles,Athletics,Thanks,1,1
33,179,69,M,2016,Summer,Rio de Janeiro,Cycling,Thanks,1,2
17,169,76,M,1988,Summer,Barcelona,Athletics,Thanks,1,1
31,184,83,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
16,167,72,F,1968,Summer,Salt Lake City,Wrestling,Thanks,1,3
32,170,56,F,2012,Winter,Sydney,Judo,Thanks,1,3
25,164,67,F,1952,Summer,Atlanta,Athletics,Thanks,1,2
23,159,50,M,2012,Summer,Athina,Boxing,Thanks,1,1
27,158,54,F,1994,Summer,Lillehammer,Athletics,Thanks,1,2
32,168,59,M,2012,Summer,Sydney,Boxing,Thanks,1,1
20,168,54,F,1992,Summer,London,Athletics,Thanks,1,2
18,180,63,M,1992,Summer,Beijing,Athletics,Thanks,1,1
21,182,65,M,2016,Summer,Salt Lake City,Athletics,Thanks,1,1
28,161,55,M,1988,Summer,London,Boxing,Thanks,1,1
18,180,78,F,1996,Summer,Atlanta,Wrestling,Thanks,1,1
25,170,81,M,1992,Summer,Munich,Football,Thanks,1,1
31,184,97,M,2016,Summer,Rio de Janeiro,Ice Hockey,Thanks,1,1
28,173,62,F,1908,Winter,Beijing,Hockey,Thanks,1,1
34,171,71,F,1920,Summer,Beijing,Athletics,Thanks,1,2
15,178,76,F,2008,Summer,Beijing,Football,Thanks,1,1
25,164,52,M,2008,Summer,London,Boxing,Thanks,1,2
31,177,66,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
31,188,88,F,2012,Summer,London,Triathlon,Thanks,1,1
25,174,77,M,1992,Winter,Rio de Janeiro,Cycling,Thanks,1,1
21,188,72,M,1992,Summer,Athina,Athletics,Thanks,1,1
16,168,60,M,1984,Summer,Athina,Boxing,Thanks,1,1
41,176,80,M,2016,Summer,Chamonix,Synchronized Swimming,Thanks,1,2
16,171,75,F,2012,Summer,Beijing,Wrestling,Thanks,1,1
25,180,77,M,1988,Summer,Barcelona,Athletics,Thanks,1,1
26,190,84,M,1996,Summer,London,Rowing,Thanks,1,1
28,169,73,F,2012,Summer,Rio de Janeiro,Archery,Thanks,1,1
24,172,69,F,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,2
31,197,85,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
28,168,77,M,1972,Winter,Barcelona,Judo,Thanks,1,2
29,172,68,M,1992,Summer,London,Athletics,Thanks,1,1
28,175,77,F,1996,Summer,London,Water Polo,Thanks,1,1
31,182,78,M,1920,Summer,Rio de Janeiro,Cross Country Skiing,Thanks,1,1
30,158,64,F,1988,Winter,Sydney,Weightlifting,Thanks,1,2
28,186,87,M,2004,Summer,Barcelona,Water Polo,Thanks,1,1
30,190,87,F,1996,Summer,Atlanta,Athletics,Thanks,1,3
15,163,52,M,2008,Summer,Beijing,Football,Thanks,1,1
30,178,84,M,2012,Summer,London,Shooting,Thanks,1,2
37,166,73,F,2012,Summer,Rio de Janeiro,Weightlifting,Gold,1,1
20,160,38,M,1992,Summer,Beijing,Athletics,Thanks,1,2
27,160,66,M,1968,Summer,Sydney,Athletics,Thanks,1,3
30,185,93,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
19,185,86,F,2008,Summer,Antwerpen,Athletics,Thanks,1,1
29,188,79,M,1988,Summer,Antwerpen,Swimming,Thanks,1,1
33,170,73,M,1956,Summer,Montreal,Athletics,Thanks,1,2
26,162,59,M,1964,Summer,Los Angeles,Cycling,Thanks,1,2
36,167,77,F,1960,Summer,Chamonix,Wrestling,Thanks,1,2
29,181,79,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
24,173,72,M,1960,Summer,Roma,Football,Thanks,1,1
18,183,86,M,2004,Summer,Munich,Football,Thanks,1,1
25,168,51,M,1968,Summer,Roma,Athletics,Thanks,1,2
28,160,53,F,1964,Winter,Mexico City,Athletics,Thanks,1,2
29,168,65,F,1988,Winter,Barcelona,Athletics,Thanks,1,2
27,178,86,M,2012,Summer,Rio de Janeiro,Rowing,Thanks,1,1
23,181,76,M,1992,Summer,Roma,Cycling,Thanks,1,1
30,162,65,F,1988,Summer,Athina,Baseball,Thanks,1,1
24,181,69,M,2012,Winter,Rio de Janeiro,Boxing,Thanks,1,1
29,173,80,M,2016,Summer,Barcelona,Canoeing,Gold,1,2
30,193,87,M,2004,Summer,Moskva,Diving,Thanks,1,1
20,174,68,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
26,173,47,F,1952,Summer,Beijing,Athletics,Thanks,1,1
26,187,85,M,1920,Summer,Antwerpen,Rowing,Thanks,1,1
25,176,70,M,1996,Winter,Atlanta,Athletics,Thanks,1,1
33,166,61,M,1948,Summer,London,Cycling,Thanks,1,1
29,181,84,M,1988,Winter,Rio de Janeiro,Cycling,Thanks,1,2
15,166,58,M,1984,Summer,Roma,Boxing,Thanks,1,1
30,163,63,F,1988,Summer,Barcelona,Athletics,Thanks,1,2
30,172,54,F,1908,Winter,Nagano,Athletics,Thanks,1,2
26,180,71,F,2000,Summer,London,Athletics,Thanks,1,1
35,175,94,M,2012,Summer,Rio de Janeiro,Weightlifting,Thanks,1,2
23,179,81,F,1952,Summer,London,Athletics,Thanks,1,1
34,163,72,M,2016,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
22,174,68,M,1948,Summer,London,Cycling,Thanks,1,1
27,156,52,F,1924,Summer,Atlanta,Athletics,Thanks,1,1
22,172,81,F,1988,Summer,Berlin,Athletics,Thanks,1,3
35,170,83,M,1994,Summer,Moskva,Athletics,Thanks,1,2
28,167,65,M,1964,Winter,Barcelona,Shooting,Thanks,1,2
30,174,63,M,1992,Summer,Rio de Janeiro,Equestrianism,Thanks,1,1
35,179,81,M,1996,Summer,Sydney,Shooting,Thanks,1,3
27,154,71,F,1988,Winter,Sochi,Weightlifting,Thanks,1,1
28,169,56,F,1948,Summer,London,Water Polo,Thanks,1,1
39,159,60,F,1968,Summer,Mexico City,Athletics,Thanks,1,2
25,175,61,F,2012,Summer,Athina,Cycling,Thanks,1,1
11,193,110,M,2000,Summer,Sydney,Modern Pentathlon,Thanks,1,1
34,187,93,M,2016,Winter,Rio de Janeiro,Shooting,Thanks,1,2
27,173,69,F,2008,Winter,Rio de Janeiro,Judo,Thanks,1,1
20,174,63,F,1992,Summer,Sochi,Swimming,Thanks,1,3
6,191,69,F,2008,Summer,Roma,Athletics,Thanks,1,1
25,185,78,F,1996,Summer,Moskva,Athletics,Thanks,1,1
22,165,60,F,2012,Summer,Athina,Wrestling,Thanks,1,1
22,172,67,M,2012,Summer,Atlanta,Shooting,Thanks,1,1
30,183,88,M,1988,Summer,Montreal,Diving,Thanks,1,1
28,161,57,M,1988,Summer,Seoul,Boxing,Thanks,1,2
17,188,72,F,2004,Summer,Athina,Athletics,Thanks,1,1
35,164,67,M,2012,Summer,Sydney,Cross Country Skiing,Thanks,1,1
34,181,80,F,2016,Winter,Rio de Janeiro,Cycling,Thanks,1,1
23,156,48,F,1984,Summer,Beijing,Wrestling,Thanks,1,1
34,175,75,M,1988,Summer,Roma,Athletics,Thanks,1,2
37,175,85,M,1996,Winter,Moskva,Cycling,Bronze,1,2
40,174,89,M,1988,Summer,Barcelona,Cycling,Thanks,1,2
20,169,82,F,2012,Summer,Chamonix,Bobsleigh,Thanks,1,1
16,169,69,F,2008,Summer,Beijing,Shooting,Thanks,1,2
19,158,46,M,1988,Summer,Beijing,Athletics,Thanks,1,2
35,160,55,M,1948,Summer,Sydney,Boxing,Thanks,1,2
35,183,62,F,1948,Summer,Beijing,Boxing,Thanks,1,1
26,170,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
41,173,73,M,1994,Summer,Helsinki,Athletics,Thanks,1,2
35,157,70,F,2012,Summer,Athina,Gymnastics,Thanks,1,1
29,176,68,F,1992,Winter,Barcelona,Athletics,Thanks,1,2
40,171,71,M,1964,Summer,Sarajevo,Cycling,Thanks,1,1
23,163,74,M,1980,Summer,Moskva,Football,Thanks,1,1
23,171,76,M,1992,Summer,Rio de Janeiro,Boxing,Thanks,1,1
21,192,79,M,2016,Summer,Sochi,Swimming,Thanks,1,1
30,171,60,F,2008,Summer,Beijing,Athletics,Thanks,1,1
29,182,88,M,1972,Summer,Barcelona,Cycling,Thanks,1,1
40,165,75,M,2008,Summer,Barcelona,Diving,Thanks,1,1
25,181,83,M,2012,Summer,Barcelona,Water Polo,Thanks,1,1
34,159,51,F,2012,Summer,Beijing,Archery,Thanks,1,2
34,172,67,M,1992,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
20,163,68,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
31,163,64,M,2012,Summer,London,Shooting,Thanks,1,1
27,166,55,F,2016,Summer,Atlanta,Wrestling,Thanks,1,3
34,183,80,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
26,177,59,M,2016,Winter,Antwerpen,Weightlifting,Thanks,1,2
23,182,82,M,1936,Winter,London,Boxing,Thanks,1,1
24,179,69,F,1972,Summer,Munich,Athletics,Thanks,1,1
26,177,84,F,1996,Winter,London,Swimming,Thanks,1,1
17,166,64,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
29,188,94,F,1992,Summer,Rio de Janeiro,Speed Skating,Thanks,1,1
28,183,72,M,1964,Summer,Helsinki,Diving,Thanks,1,2
23,179,63,F,1908,Summer,London,Athletics,Thanks,1,1
32,171,71,M,1948,Summer,Rio de Janeiro,Athletics,Thanks,1,1
25,185,78,M,1988,Summer,Barcelona,Athletics,Thanks,1,1
33,173,73,M,1988,Summer,Barcelona,Athletics,Thanks,1,2
32,184,76,F,2012,Summer,Sochi,Athletics,Thanks,1,2
33,176,67,F,2004,Winter,Chamonix,Wrestling,Thanks,1,1
30,170,71,F,1968,Winter,Mexico City,Athletics,Thanks,1,3
37,175,57,M,1948,Summer,Munich,Shooting,Thanks,1,2
22,169,55,F,1988,Summer,Athina,Athletics,Thanks,1,2
23,180,95,M,2012,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
34,182,81,M,1988,Summer,Sarajevo,Synchronized Swimming,Thanks,1,2
22,177,71,F,2016,Summer,Rio de Janeiro,Volleyball,Thanks,1,1
27,155,63,M,2012,Winter,Chamonix,Bobsleigh,Thanks,1,2
